CONTENT_ID	CONTENT_TYPE	ENTREZ GENE ID	GENE SYMBOL	SPECIES	EXPERIMENT_ID	METHODS
67129	Protein	23223	RRP12	Homo sapiens	364	Mass spectrometry
67130	Protein	26156	RSL1D1	Homo sapiens	364	Mass spectrometry
67131	Protein	6251	RSU1	Homo sapiens	364	Mass spectrometry
67132	Protein	8634	RTCA	Homo sapiens	364	Mass spectrometry
67133	Protein	51493	RTCB	Homo sapiens	364	Mass spectrometry
67134	Protein	10313	RTN3	Homo sapiens	364	Mass spectrometry
67135	Protein	57142	RTN4	Homo sapiens	364	Mass spectrometry
67136	Protein	51637	C14orf166	Homo sapiens	364	Mass spectrometry
67137	Protein	8607	RUVBL1	Homo sapiens	364	Mass spectrometry
67138	Protein	10856	RUVBL2	Homo sapiens	364	Mass spectrometry
67139	Protein	6281	S100A10	Homo sapiens	364	Mass spectrometry
67140	Protein	6282	S100A11	Homo sapiens	364	Mass spectrometry
67141	Protein	6284	S100A13	Homo sapiens	364	Mass spectrometry
67142	Protein	140576	S100A16	Homo sapiens	364	Mass spectrometry
67143	Protein	6275	S100A4	Homo sapiens	364	Mass spectrometry
67144	Protein	6277	S100A6	Homo sapiens	364	Mass spectrometry
67145	Protein	6279	S100A8	Homo sapiens	364	Mass spectrometry
67146	Protein	10055	SAE1	Homo sapiens	364	Mass spectrometry
67147	Protein	56681	SAR1A	Homo sapiens	364	Mass spectrometry
67148	Protein	51128	SAR1B	Homo sapiens	364	Mass spectrometry
67149	Protein	23098	SARM1	Homo sapiens	364	Mass spectrometry
67150	Protein	6301	SARS	Homo sapiens	364	Mass spectrometry
67151	Protein	9733	SART3	Homo sapiens	364	Mass spectrometry
67152	Protein	51119	SBDS	Homo sapiens	364	Mass spectrometry
67153	Protein	9522	SCAMP1	Homo sapiens	364	Mass spectrometry
67154	Protein	10067	SCAMP3	Homo sapiens	364	Mass spectrometry
67155	Protein	949	SCARB1	Homo sapiens	364	Mass spectrometry
67156	Protein	23256	SCFD1	Homo sapiens	364	Mass spectrometry
67157	Protein	23513	SCRIB	Homo sapiens	364	Mass spectrometry
67158	Protein	9805	SCRN1	Homo sapiens	364	Mass spectrometry
67159	Protein	57410	SCYL1	Homo sapiens	364	Mass spectrometry
67160	Protein	6382	SDC1	Homo sapiens	364	Mass spectrometry
67161	Protein	6383	SDC2	Homo sapiens	364	Mass spectrometry
67162	Protein	6385	SDC4	Homo sapiens	364	Mass spectrometry
67163	Protein	6386	SDCBP	Homo sapiens	364	Mass spectrometry
67164	Protein	6389	SDHA	Homo sapiens	364	Mass spectrometry
67165	Protein	6396	SEC13	Homo sapiens	364	Mass spectrometry
67166	Protein	9919	SEC16A	Homo sapiens	364	Mass spectrometry
67167	Protein	9554	SEC22B	Homo sapiens	364	Mass spectrometry
67168	Protein	10483	SEC23B	Homo sapiens	364	Mass spectrometry
67169	Protein	10802	SEC24A	Homo sapiens	364	Mass spectrometry
67170	Protein	9632	SEC24C	Homo sapiens	364	Mass spectrometry
67171	Protein	22872	SEC31A	Homo sapiens	364	Mass spectrometry
67172	Protein	8991	SELENBP1	Homo sapiens	364	Mass spectrometry
67173	Protein	151011	Sep-10	Homo sapiens	364	Mass spectrometry
67174	Protein	55752	Sep-11	Homo sapiens	364	Mass spectrometry
67175	Protein	4735	Sep-02	Homo sapiens	364	Mass spectrometry
67176	Protein	989	Sep-07	Homo sapiens	364	Mass spectrometry
67177	Protein	23176	Sep-08	Homo sapiens	364	Mass spectrometry
67178	Protein	10801	Sep-09	Homo sapiens	364	Mass spectrometry
67179	Protein	26135	SERBP1	Homo sapiens	364	Mass spectrometry
67180	Protein	10955	SERINC3	Homo sapiens	364	Mass spectrometry
67181	Protein	1992	SERPINB1	Homo sapiens	364	Mass spectrometry
67182	Protein	5055	SERPINB2	Homo sapiens	364	Mass spectrometry
67183	Protein	5268	SERPINB5	Homo sapiens	364	Mass spectrometry
67184	Protein	5269	SERPINB6	Homo sapiens	364	Mass spectrometry
67185	Protein	5054	SERPINE1	Homo sapiens	364	Mass spectrometry
67186	Protein	5270	SERPINE2	Homo sapiens	364	Mass spectrometry
67187	Protein	871	SERPINH1	Homo sapiens	364	Mass spectrometry
67188	Protein	6418	SET	Homo sapiens	364	Mass spectrometry
67189	Protein	10946	SF3A3	Homo sapiens	364	Mass spectrometry
67190	Protein	23451	SF3B1	Homo sapiens	364	Mass spectrometry
67191	Protein	10992	SF3B2	Homo sapiens	364	Mass spectrometry
67192	Protein	23450	SF3B3	Homo sapiens	364	Mass spectrometry
67193	Protein	83443	SF3B5	Homo sapiens	364	Mass spectrometry
67194	Protein	51639	SF3B6	Homo sapiens	364	Mass spectrometry
67195	Protein	2810	SFN	Homo sapiens	364	Mass spectrometry
67196	Protein	6421	SFPQ	Homo sapiens	364	Mass spectrometry
67197	Protein	6449	SGTA	Homo sapiens	364	Mass spectrometry
67198	Protein	63898	SH2D4A	Homo sapiens	364	Mass spectrometry
67199	Protein	83442	SH3BGRL3	Homo sapiens	364	Mass spectrometry
67200	Protein	23677	SH3BP4	Homo sapiens	364	Mass spectrometry
67201	Protein	6455	SH3GL1	Homo sapiens	364	Mass spectrometry
67202	Protein	51100	SH3GLB1	Homo sapiens	364	Mass spectrometry
67203	Protein	56904	SH3GLB2	Homo sapiens	364	Mass spectrometry
67204	Protein	79801	SHCBP1	Homo sapiens	364	Mass spectrometry
67205	Protein	387914	SHISA2	Homo sapiens	364	Mass spectrometry
67206	Protein	23387	SIK3	Homo sapiens	364	Mass spectrometry
67207	Protein	6500	SKP1	Homo sapiens	364	Mass spectrometry
67208	Protein	6558	SLC12A2	Homo sapiens	364	Mass spectrometry
67209	Protein	10723	SLC12A7	Homo sapiens	364	Mass spectrometry
67210	Protein	6566	SLC16A1	Homo sapiens	364	Mass spectrometry
67211	Protein	9123	SLC16A3	Homo sapiens	364	Mass spectrometry
67212	Protein	6507	SLC1A3	Homo sapiens	364	Mass spectrometry
67213	Protein	6509	SLC1A4	Homo sapiens	364	Mass spectrometry
67214	Protein	6510	SLC1A5	Homo sapiens	364	Mass spectrometry
67215	Protein	9962	SLC23A2	Homo sapiens	364	Mass spectrometry
67216	Protein	5250	SLC25A3	Homo sapiens	364	Mass spectrometry
67217	Protein	292	SLC25A5	Homo sapiens	364	Mass spectrometry
67218	Protein	293	SLC25A6	Homo sapiens	364	Mass spectrometry
67219	Protein	2030	SLC29A1	Homo sapiens	364	Mass spectrometry
67220	Protein	6513	SLC2A1	Homo sapiens	364	Mass spectrometry
67221	Protein	6515	SLC2A3	Homo sapiens	364	Mass spectrometry
67222	Protein	7779	SLC30A1	Homo sapiens	364	Mass spectrometry
67223	Protein	54733	SLC35F2	Homo sapiens	364	Mass spectrometry
67224	Protein	54407	SLC38A2	Homo sapiens	364	Mass spectrometry
67225	Protein	57181	SLC39A10	Homo sapiens	364	Mass spectrometry
67226	Protein	23516	SLC39A14	Homo sapiens	364	Mass spectrometry
67227	Protein	25800	SLC39A6	Homo sapiens	364	Mass spectrometry
67228	Protein	6520	SLC3A2	Homo sapiens	364	Mass spectrometry
67229	Protein	6520	SLC3A2	Homo sapiens	364	Mass spectrometry
67230	Protein	23446	SLC44A1	Homo sapiens	364	Mass spectrometry
67231	Protein	57153	SLC44A2	Homo sapiens	364	Mass spectrometry
67232	Protein	6522	SLC4A2	Homo sapiens	364	Mass spectrometry
67233	Protein	9497	SLC4A7	Homo sapiens	364	Mass spectrometry
67234	Protein	6526	SLC5A3	Homo sapiens	364	Mass spectrometry
67235	Protein	8884	SLC5A6	Homo sapiens	364	Mass spectrometry
67236	Protein	6541	SLC7A1	Homo sapiens	364	Mass spectrometry
67237	Protein	8140	SLC7A5	Homo sapiens	364	Mass spectrometry
67238	Protein	9057	SLC7A6	Homo sapiens	364	Mass spectrometry
67239	Protein	6548	SLC9A1	Homo sapiens	364	Mass spectrometry
67240	Protein	9368	SLC9A3R1	Homo sapiens	364	Mass spectrometry
67241	Protein	9351	SLC9A3R2	Homo sapiens	364	Mass spectrometry
67242	Protein	9748	SLK	Homo sapiens	364	Mass spectrometry
67243	Protein	4088	SMAD3	Homo sapiens	364	Mass spectrometry
67244	Protein	8467	SMARCA5	Homo sapiens	364	Mass spectrometry
67245	Protein	6601	SMARCC2	Homo sapiens	364	Mass spectrometry
67246	Protein	10592	SMC2	Homo sapiens	364	Mass spectrometry
67247	Protein	10051	SMC4	Homo sapiens	364	Mass spectrometry
67248	Protein	27293	SMPDL3B	Homo sapiens	364	Mass spectrometry
67249	Protein	6611	SMS	Homo sapiens	364	Mass spectrometry
67250	Protein	55234	SMU1	Homo sapiens	364	Mass spectrometry
67251	Protein	64750	SMURF2	Homo sapiens	364	Mass spectrometry
67252	Protein	8773	SNAP23	Homo sapiens	364	Mass spectrometry
67253	Protein	27044	SND1	Homo sapiens	364	Mass spectrometry
67254	Protein	23020	SNRNP200	Homo sapiens	364	Mass spectrometry
67255	Protein	6625	SNRNP70	Homo sapiens	364	Mass spectrometry
67256	Protein	6631	SNRPC	Homo sapiens	364	Mass spectrometry
67257	Protein	6632	SNRPD1	Homo sapiens	364	Mass spectrometry
67258	Protein	6633	SNRPD2	Homo sapiens	364	Mass spectrometry
67259	Protein	6634	SNRPD3	Homo sapiens	364	Mass spectrometry
67260	Protein	6635	SNRPE	Homo sapiens	364	Mass spectrometry
67261	Protein	6637	SNRPG	Homo sapiens	364	Mass spectrometry
67262	Protein	6638	SNRPN	Homo sapiens	364	Mass spectrometry
67263	Protein	6645	SNTB2	Homo sapiens	364	Mass spectrometry
67264	Protein	6643	SNX2	Homo sapiens	364	Mass spectrometry
67265	Protein	8724	SNX3	Homo sapiens	364	Mass spectrometry
67266	Protein	58533	SNX6	Homo sapiens	364	Mass spectrometry
67267	Protein	51429	SNX9	Homo sapiens	364	Mass spectrometry
67268	Protein	6647	SOD1	Homo sapiens	364	Mass spectrometry
67269	Protein	6652	SORD	Homo sapiens	364	Mass spectrometry
67270	Protein	6674	SPAG1	Homo sapiens	364	Mass spectrometry
67271	Protein	10615	SPAG5	Homo sapiens	364	Mass spectrometry
67272	Protein	9043	SPAG9	Homo sapiens	364	Mass spectrometry
67273	Protein	6678	SPARC	Homo sapiens	364	Mass spectrometry
67274	Protein	6683	SPAST	Homo sapiens	364	Mass spectrometry
67275	Protein	166378	SPATA5	Homo sapiens	364	Mass spectrometry
67276	Protein	6697	SPR	Homo sapiens	364	Mass spectrometry
67277	Protein	6709	SPTAN1	Homo sapiens	364	Mass spectrometry
67278	Protein	6711	SPTBN1	Homo sapiens	364	Mass spectrometry
67279	Protein	8878	SQSTM1	Homo sapiens	364	Mass spectrometry
67280	Protein	6714	SRC	Homo sapiens	364	Mass spectrometry
67281	Protein	23380	SRGAP2	Homo sapiens	364	Mass spectrometry
67282	Protein	6717	SRI	Homo sapiens	364	Mass spectrometry
67283	Protein	6723	SRM	Homo sapiens	364	Mass spectrometry
67284	Protein	6731	SRP72	Homo sapiens	364	Mass spectrometry
67285	Protein	6726	SRP9	Homo sapiens	364	Mass spectrometry
67286	Protein	6734	SRPR	Homo sapiens	364	Mass spectrometry
67287	Protein	8406	SRPX	Homo sapiens	364	Mass spectrometry
67288	Protein	6426	SRSF1	Homo sapiens	364	Mass spectrometry
67289	Protein	9295	SRSF11	Homo sapiens	364	Mass spectrometry
67290	Protein	6432	SRSF7	Homo sapiens	364	Mass spectrometry
67291	Protein	6741	SSB	Homo sapiens	364	Mass spectrometry
67292	Protein	6742	SSBP1	Homo sapiens	364	Mass spectrometry
67293	Protein	284297	SSC5D	Homo sapiens	364	Mass spectrometry
67294	Protein	6745	SSR1	Homo sapiens	364	Mass spectrometry
67295	Protein	6748	SSR4	Homo sapiens	364	Mass spectrometry
67296	Protein	6749	SSRP1	Homo sapiens	364	Mass spectrometry
67297	Protein	6767	ST13	Homo sapiens	364	Mass spectrometry
67298	Protein	8027	STAM	Homo sapiens	364	Mass spectrometry
67299	Protein	10254	STAM2	Homo sapiens	364	Mass spectrometry
67300	Protein	10617	STAMBP	Homo sapiens	364	Mass spectrometry
67301	Protein	6774	STAT3	Homo sapiens	364	Mass spectrometry
67302	Protein	6780	STAU1	Homo sapiens	364	Mass spectrometry
67303	Protein	55240	STEAP3	Homo sapiens	364	Mass spectrometry
67304	Protein	10963	STIP1	Homo sapiens	364	Mass spectrometry
67305	Protein	6793	STK10	Homo sapiens	364	Mass spectrometry
67306	Protein	8428	STK24	Homo sapiens	364	Mass spectrometry
67307	Protein	51765	STK26	Homo sapiens	364	Mass spectrometry
67308	Protein	6788	STK3	Homo sapiens	364	Mass spectrometry
67309	Protein	11329	STK38	Homo sapiens	364	Mass spectrometry
67310	Protein	23012	STK38L	Homo sapiens	364	Mass spectrometry
67311	Protein	27347	STK39	Homo sapiens	364	Mass spectrometry
67312	Protein	6789	STK4	Homo sapiens	364	Mass spectrometry
67313	Protein	3925	STMN1	Homo sapiens	364	Mass spectrometry
67314	Protein	2040	STOM	Homo sapiens	364	Mass spectrometry
67315	Protein	30968	STOML2	Homo sapiens	364	Mass spectrometry
67316	Protein	64220	STRA6	Homo sapiens	364	Mass spectrometry
67317	Protein	11171	STRAP	Homo sapiens	364	Mass spectrometry
67318	Protein	10273	STUB1	Homo sapiens	364	Mass spectrometry
67319	Protein	23673	STX12	Homo sapiens	364	Mass spectrometry
67320	Protein	6809	STX3	Homo sapiens	364	Mass spectrometry
67321	Protein	6810	STX4	Homo sapiens	364	Mass spectrometry
67322	Protein	8417	STX7	Homo sapiens	364	Mass spectrometry
67323	Protein	6812	STXBP1	Homo sapiens	364	Mass spectrometry
67324	Protein	6813	STXBP2	Homo sapiens	364	Mass spectrometry
67325	Protein	6814	STXBP3	Homo sapiens	364	Mass spectrometry
67326	Protein	10923	SUB1	Homo sapiens	364	Mass spectrometry
67327	Protein	10910	SUGT1	Homo sapiens	364	Mass spectrometry
67328	Protein	55959	SULF2	Homo sapiens	364	Mass spectrometry
67329	Protein	11198	SUPT16H	Homo sapiens	364	Mass spectrometry
67330	Protein	6829	SUPT5H	Homo sapiens	364	Mass spectrometry
67331	Protein	6830	SUPT6H	Homo sapiens	364	Mass spectrometry
67332	Protein	6836	SURF4	Homo sapiens	364	Mass spectrometry
67333	Protein	56241	SUSD2	Homo sapiens	364	Mass spectrometry
67334	Protein	23075	SWAP70	Homo sapiens	364	Mass spectrometry
67335	Protein	94056	SYAP1	Homo sapiens	364	Mass spectrometry
67336	Protein	10492	SYNCRIP	Homo sapiens	364	Mass spectrometry
67337	Protein	6856	SYPL1	Homo sapiens	364	Mass spectrometry
67338	Protein	8407	TAGLN2	Homo sapiens	364	Mass spectrometry
67339	Protein	6888	TALDO1	Homo sapiens	364	Mass spectrometry
67340	Protein	57551	TAOK1	Homo sapiens	364	Mass spectrometry
67341	Protein	51347	TAOK3	Homo sapiens	364	Mass spectrometry
67342	Protein	23435	TARDBP	Homo sapiens	364	Mass spectrometry
67343	Protein	6897	TARS	Homo sapiens	364	Mass spectrometry
67344	Protein	83940	TATDN1	Homo sapiens	364	Mass spectrometry
67345	Protein	30851	TAX1BP3	Homo sapiens	364	Mass spectrometry
67346	Protein	83874	TBC1D10A	Homo sapiens	364	Mass spectrometry
67347	Protein	26000	TBC1D10B	Homo sapiens	364	Mass spectrometry
67348	Protein	54662	TBC1D13	Homo sapiens	364	Mass spectrometry
67349	Protein	64786	TBC1D15	Homo sapiens	364	Mass spectrometry
67350	Protein	23061	TBC1D9B	Homo sapiens	364	Mass spectrometry
67351	Protein	6902	TBCA	Homo sapiens	364	Mass spectrometry
67352	Protein	1155	TBCB	Homo sapiens	364	Mass spectrometry
67353	Protein	6904	TBCD	Homo sapiens	364	Mass spectrometry
67354	Protein	9747	TCAF1	Homo sapiens	364	Mass spectrometry
67355	Protein	6950	TCP1	Homo sapiens	364	Mass spectrometry
67356	Protein	9524	TECR	Homo sapiens	364	Mass spectrometry
67357	Protein	57451	TENM2	Homo sapiens	364	Mass spectrometry
67358	Protein	55714	TENM3	Homo sapiens	364	Mass spectrometry
67359	Protein	26136	TES	Homo sapiens	364	Mass spectrometry
67360	Protein	7018	TF	Homo sapiens	364	Mass spectrometry
67361	Protein	10342	TFG	Homo sapiens	364	Mass spectrometry
67362	Protein	7037	TFRC	Homo sapiens	364	Mass spectrometry
67363	Protein	7041	TGFB1I1	Homo sapiens	364	Mass spectrometry
67364	Protein	7042	TGFB2	Homo sapiens	364	Mass spectrometry
67365	Protein	7045	TGFBI	Homo sapiens	364	Mass spectrometry
67366	Protein	7052	TGM2	Homo sapiens	364	Mass spectrometry
67367	Protein	7056	THBD	Homo sapiens	364	Mass spectrometry
67368	Protein	7059	THBS3	Homo sapiens	364	Mass spectrometry
67369	Protein	7060	THBS4	Homo sapiens	364	Mass spectrometry
67370	Protein	7073	TIAL1	Homo sapiens	364	Mass spectrometry
67371	Protein	7076	TIMP1	Homo sapiens	364	Mass spectrometry
67372	Protein	7078	TIMP3	Homo sapiens	364	Mass spectrometry
67373	Protein	64129	TINAGL1	Homo sapiens	364	Mass spectrometry
67374	Protein	261726	TIPRL	Homo sapiens	364	Mass spectrometry
67375	Protein	7082	TJP1	Homo sapiens	364	Mass spectrometry
67376	Protein	26007	TKFC	Homo sapiens	364	Mass spectrometry
67377	Protein	7086	TKT	Homo sapiens	364	Mass spectrometry
67378	Protein	7094	TLN1	Homo sapiens	364	Mass spectrometry
67379	Protein	9375	TM9SF2	Homo sapiens	364	Mass spectrometry
67380	Protein	56889	TM9SF3	Homo sapiens	364	Mass spectrometry
67381	Protein	9777	TM9SF4	Homo sapiens	364	Mass spectrometry
67382	Protein	10972	TMED10	Homo sapiens	364	Mass spectrometry
67383	Protein	10959	TMED2	Homo sapiens	364	Mass spectrometry
67384	Protein	55161	TMEM33	Homo sapiens	364	Mass spectrometry
67385	Protein	79188	TMEM43	Homo sapiens	364	Mass spectrometry
67386	Protein	29766	TMOD3	Homo sapiens	364	Mass spectrometry
67387	Protein	7114	TMSB4X	Homo sapiens	364	Mass spectrometry
67388	Protein	3371	TNC	Homo sapiens	364	Mass spectrometry
67389	Protein	7127	TNFAIP2	Homo sapiens	364	Mass spectrometry
67390	Protein	8797	TNFRSF10A	Homo sapiens	364	Mass spectrometry
67391	Protein	8795	TNFRSF10B	Homo sapiens	364	Mass spectrometry
67392	Protein	51330	TNFRSF12A	Homo sapiens	364	Mass spectrometry
67393	Protein	85456	TNKS1BP1	Homo sapiens	364	Mass spectrometry
67394	Protein	3842	TNPO1	Homo sapiens	364	Mass spectrometry
67395	Protein	30000	TNPO2	Homo sapiens	364	Mass spectrometry
67396	Protein	23534	TNPO3	Homo sapiens	364	Mass spectrometry
67397	Protein	84951	TNS4	Homo sapiens	364	Mass spectrometry
67398	Protein	7148	TNXB	Homo sapiens	364	Mass spectrometry
67399	Protein	7148	TNXB	Homo sapiens	364	Mass spectrometry
67400	Protein	54472	TOLLIP	Homo sapiens	364	Mass spectrometry
67401	Protein	10043	TOM1	Homo sapiens	364	Mass spectrometry
67402	Protein	10040	TOM1L1	Homo sapiens	364	Mass spectrometry
67403	Protein	146691	TOM1L2	Homo sapiens	364	Mass spectrometry
67404	Protein	10953	TOMM34	Homo sapiens	364	Mass spectrometry
67405	Protein	7150	TOP1	Homo sapiens	364	Mass spectrometry
67406	Protein	7153	TOP2A	Homo sapiens	364	Mass spectrometry
67407	Protein	7162	TPBG	Homo sapiens	364	Mass spectrometry
67408	Protein	7163	TPD52	Homo sapiens	364	Mass spectrometry
67409	Protein	7165	TPD52L2	Homo sapiens	364	Mass spectrometry
67410	Protein	7167	TPI1	Homo sapiens	364	Mass spectrometry
67411	Protein	7169	TPM2	Homo sapiens	364	Mass spectrometry
67412	Protein	7170	TPM3	Homo sapiens	364	Mass spectrometry
67413	Protein	7171	TPM4	Homo sapiens	364	Mass spectrometry
67414	Protein	11076	TPPP	Homo sapiens	364	Mass spectrometry
67415	Protein	51673	TPPP3	Homo sapiens	364	Mass spectrometry
67416	Protein	286262	TPRN	Homo sapiens	364	Mass spectrometry
67417	Protein	7178	TPT1	Homo sapiens	364	Mass spectrometry
67418	Protein	9618	TRAF4	Homo sapiens	364	Mass spectrometry
67419	Protein	10626	TRIM16	Homo sapiens	364	Mass spectrometry
67420	Protein	7706	TRIM25	Homo sapiens	364	Mass spectrometry
67421	Protein	10155	TRIM28	Homo sapiens	364	Mass spectrometry
67422	Protein	23650	TRIM29	Homo sapiens	364	Mass spectrometry
67423	Protein	22954	TRIM32	Homo sapiens	364	Mass spectrometry
67424	Protein	91107	TRIM47	Homo sapiens	364	Mass spectrometry
67425	Protein	7204	TRIO	Homo sapiens	364	Mass spectrometry
67426	Protein	9322	TRIP10	Homo sapiens	364	Mass spectrometry
67427	Protein	9320	TRIP12	Homo sapiens	364	Mass spectrometry
67428	Protein	9319	TRIP13	Homo sapiens	364	Mass spectrometry
67429	Protein	7205	TRIP6	Homo sapiens	364	Mass spectrometry
67430	Protein	51504	TRMT112	Homo sapiens	364	Mass spectrometry
67431	Protein	115708	TRMT61A	Homo sapiens	364	Mass spectrometry
67432	Protein	7251	TSG101	Homo sapiens	364	Mass spectrometry
67433	Protein	7247	TSN	Homo sapiens	364	Mass spectrometry
67434	Protein	81619	TSPAN14	Homo sapiens	364	Mass spectrometry
67435	Protein	7106	TSPAN4	Homo sapiens	364	Mass spectrometry
67436	Protein	10867	TSPAN9	Homo sapiens	364	Mass spectrometry
67437	Protein	55720	TSR1	Homo sapiens	364	Mass spectrometry
67438	Protein	7264	TSTA3	Homo sapiens	364	Mass spectrometry
67439	Protein	7265	TTC1	Homo sapiens	364	Mass spectrometry
67440	Protein	23331	TTC28	Homo sapiens	364	Mass spectrometry
67441	Protein	7272	TTK	Homo sapiens	364	Mass spectrometry
67442	Protein	23170	TTLL12	Homo sapiens	364	Mass spectrometry
67443	Protein	7846	TUBA1A	Homo sapiens	364	Mass spectrometry
67444	Protein	10376	TUBA1B	Homo sapiens	364	Mass spectrometry
67445	Protein	84790	TUBA1C	Homo sapiens	364	Mass spectrometry
67446	Protein	7277	TUBA4A	Homo sapiens	364	Mass spectrometry
67447	Protein	203068	TUBB	Homo sapiens	364	Mass spectrometry
67448	Protein	347733	TUBB2B	Homo sapiens	364	Mass spectrometry
67449	Protein	10381	TUBB3	Homo sapiens	364	Mass spectrometry
67450	Protein	10382	TUBB4A	Homo sapiens	364	Mass spectrometry
67451	Protein	10383	TUBB4B	Homo sapiens	364	Mass spectrometry
67452	Protein	84617	TUBB6	Homo sapiens	364	Mass spectrometry
67453	Protein	347688	TUBB8	Homo sapiens	364	Mass spectrometry
67454	Protein	7283	TUBG1	Homo sapiens	364	Mass spectrometry
67455	Protein	7284	TUFM	Homo sapiens	364	Mass spectrometry
67456	Protein	5756	TWF1	Homo sapiens	364	Mass spectrometry
67457	Protein	11344	TWF2	Homo sapiens	364	Mass spectrometry
67458	Protein	200081	TXLNA	Homo sapiens	364	Mass spectrometry
67459	Protein	7295	TXN	Homo sapiens	364	Mass spectrometry
67460	Protein	84817	TXNDC17	Homo sapiens	364	Mass spectrometry
67461	Protein	81567	TXNDC5	Homo sapiens	364	Mass spectrometry
67462	Protein	10628	TXNIP	Homo sapiens	364	Mass spectrometry
67463	Protein	9352	TXNL1	Homo sapiens	364	Mass spectrometry
67464	Protein	7296	TXNRD1	Homo sapiens	364	Mass spectrometry
67465	Protein	7297	TYK2	Homo sapiens	364	Mass spectrometry
67466	Protein	7307	U2AF1	Homo sapiens	364	Mass spectrometry
67467	Protein	11338	U2AF2	Homo sapiens	364	Mass spectrometry
67468	Protein	55075	UACA	Homo sapiens	364	Mass spectrometry
67469	Protein	6675	UAP1	Homo sapiens	364	Mass spectrometry
67470	Protein	7317	UBA1	Homo sapiens	364	Mass spectrometry
67471	Protein	10054	UBA2	Homo sapiens	364	Mass spectrometry
67472	Protein	55236	UBA6	Homo sapiens	364	Mass spectrometry
67473	Protein	9898	UBAP2L	Homo sapiens	364	Mass spectrometry
67474	Protein	11065	UBE2C	Homo sapiens	364	Mass spectrometry
67475	Protein	7328	UBE2H	Homo sapiens	364	Mass spectrometry
67476	Protein	7329	UBE2I	Homo sapiens	364	Mass spectrometry
67477	Protein	3093	UBE2K	Homo sapiens	364	Mass spectrometry
67478	Protein	7332	UBE2L3	Homo sapiens	364	Mass spectrometry
67479	Protein	9040	UBE2M	Homo sapiens	364	Mass spectrometry
67480	Protein	7334	UBE2N	Homo sapiens	364	Mass spectrometry
67481	Protein	7335	UBE2V1	Homo sapiens	364	Mass spectrometry
67482	Protein	65264	UBE2Z	Homo sapiens	364	Mass spectrometry
67483	Protein	29979	UBQLN1	Homo sapiens	364	Mass spectrometry
67484	Protein	23352	UBR4	Homo sapiens	364	Mass spectrometry
67485	Protein	7343	UBTF	Homo sapiens	364	Mass spectrometry
67486	Protein	51035	UBXN1	Homo sapiens	364	Mass spectrometry
67487	Protein	80700	UBXN6	Homo sapiens	364	Mass spectrometry
67488	Protein	7345	UCHL1	Homo sapiens	364	Mass spectrometry
67489	Protein	51377	UCHL5	Homo sapiens	364	Mass spectrometry
67490	Protein	55293	UEVLD	Homo sapiens	364	Mass spectrometry
67491	Protein	7353	UFD1L	Homo sapiens	364	Mass spectrometry
67492	Protein	7358	UGDH	Homo sapiens	364	Mass spectrometry
67493	Protein	7360	UGP2	Homo sapiens	364	Mass spectrometry
67494	Protein	80328	ULBP2	Homo sapiens	364	Mass spectrometry
67495	Protein	79465	ULBP3	Homo sapiens	364	Mass spectrometry
67496	Protein	25989	ULK3	Homo sapiens	364	Mass spectrometry
67497	Protein	7372	UMPS	Homo sapiens	364	Mass spectrometry
67498	Protein	5976	UPF1	Homo sapiens	364	Mass spectrometry
67499	Protein	7389	UROD	Homo sapiens	364	Mass spectrometry
67500	Protein	8615	USO1	Homo sapiens	364	Mass spectrometry
67501	Protein	9097	USP14	Homo sapiens	364	Mass spectrometry
67502	Protein	8078	USP5	Homo sapiens	364	Mass spectrometry
67503	Protein	7874	USP7	Homo sapiens	364	Mass spectrometry
67504	Protein	9101	USP8	Homo sapiens	364	Mass spectrometry
67505	Protein	7402	UTRN	Homo sapiens	364	Mass spectrometry
67506	Protein	80146	UXS1	Homo sapiens	364	Mass spectrometry
67507	Protein	9341	VAMP3	Homo sapiens	364	Mass spectrometry
67508	Protein	10791	VAMP5	Homo sapiens	364	Mass spectrometry
67509	Protein	81839	VANGL1	Homo sapiens	364	Mass spectrometry
67510	Protein	9218	VAPA	Homo sapiens	364	Mass spectrometry
67511	Protein	7407	VARS	Homo sapiens	364	Mass spectrometry
67512	Protein	7408	VASP	Homo sapiens	364	Mass spectrometry
67513	Protein	10493	VAT1	Homo sapiens	364	Mass spectrometry
67514	Protein	7411	VBP1	Homo sapiens	364	Mass spectrometry
67515	Protein	1462	VCAN	Homo sapiens	364	Mass spectrometry
67516	Protein	7414	VCL	Homo sapiens	364	Mass spectrometry
67517	Protein	7415	VCP	Homo sapiens	364	Mass spectrometry
67518	Protein	7416	VDAC1	Homo sapiens	364	Mass spectrometry
67519	Protein	7417	VDAC2	Homo sapiens	364	Mass spectrometry
67520	Protein	7431	VIM	Homo sapiens	364	Mass spectrometry
67521	Protein	84313	VPS25	Homo sapiens	364	Mass spectrometry
67522	Protein	9559	VPS26A	Homo sapiens	364	Mass spectrometry
67523	Protein	51160	VPS28	Homo sapiens	364	Mass spectrometry
67524	Protein	51699	VPS29	Homo sapiens	364	Mass spectrometry
67525	Protein	55737	VPS35	Homo sapiens	364	Mass spectrometry
67526	Protein	79720	VPS37B	Homo sapiens	364	Mass spectrometry
67527	Protein	27183	VPS4A	Homo sapiens	364	Mass spectrometry
67528	Protein	9525	VPS4B	Homo sapiens	364	Mass spectrometry
